,Headlines,Summary,Time,ner_text,GPE,LOC,PERSON,ORG,DATE,Type of Crime
218,Peace volunteer among 3 injured in Bara violence,"LANDI KOTAL/PARACHINAR, Sept 2: Three persons, including a peace activist, were injured while two tribesmen were abducted at gunpoint in different incidents in Khyber Agency, officials said. 
    ",2012-09-03,"[LANDI KOTAL, Sept 2, Three, two, Khyber Agency]",[],[],['LANDI KOTAL'],['Khyber Agency'],['Sept 2'],['Assault']
219,"Policeman killed, four injured in Dir ambush","TIMERGARA, Sept 2: A policeman was killed and four others sustained injuries when their vehicle came under attack at Bazarak Khwar near Afghan refugees camp in Lower Dir on Saturday night. 
    ",2012-09-03,"[Sept 2, four, Bazarak Khwar, Afghan refugees, Saturday, night]",['Afghan refugees\x92'],[],[],[],"['Sept 2', 'Saturday']",['Murder']
220,Four killed in Khuzdar,"QUETTA, Sept 3: Four people, among them a Levies Force official, were killed and two others injured in armed attacks in Khuzdar town on Monday, police said. 
    ",2012-09-04,"[QUETTA, Sept 3, Four, Levies Force, two, Khuzdar, Monday]","['QUETTA', 'Khuzdar']",[],[],['Levies Force'],"['Sept 3', 'Monday']",[]
221,Day of reckoning for blasphemy cleric,"Police investigators investigating the blasphemy case involving a girl, found two more eyewitnesses against the prayer leader. 
    ",2012-09-04,[two],[],[],[],[],[],['Assault']
222,Two die in separate incidents,"ATTOCK, Sept 3: Two persons were killed in separate accidents in the Basal police area, police said on Monday. 
    ",2012-09-04,"[ATTOCK, Sept 3, Two, Monday]",[],[],[],['ATTOCK'],"['Sept 3', 'Monday']",['Murder']
223,DG BISP killed in accident,"CHAKWAL, Sept 3: Director-General of Benazir Income Support Programme (BISP) Dr Azam Saleem was killed while his driver and servant were injured in a road accident on Monday. 
    ",2012-09-04,"[CHAKWAL, Sept 3, Benazir Income Support Programme, BISP, Azam Saleem, Monday]",[],[],['Azam Saleem'],"['CHAKWAL', 'Benazir Income Support Programme', 'BISP']","['Sept 3', 'Monday']","['Murder', 'Assault']"
224,Blast injures four pro-govt tribesmen in Khyber,"LANDI KOTAL, Sept 5: Four activists of a pro-government armed group were injured when an improvised explosive device went off near a bunker in Bazaar-Zakhakhel area in Khyber Agency on Wednesday. 
    ",2012-09-05,"[LANDI KOTAL, Sept 5, Four, Bazaar-Zakhakhel, Khyber Agency, Wednesday]",[],['Bazaar-Zakhakhel'],['LANDI KOTAL'],['Khyber Agency'],"['Sept 5', 'Wednesday']","['Assault', 'Terrorism']"
225,Police raid: lame takes the blame,"RAWALPINDI, Sept 4: One of polices most wanted criminals and his six accomplices escaped after a brief encounter with a police party which conducted a late night raid on his residence in Race Course police area on Monday. 
    ",2012-09-05,"[RAWALPINDI, Sept 4, One, polices, six, late night, Race Course, Monday]",[],[],[],['RAWALPINDI'],"['Sept 4', 'Monday']",[]
226,5 of a family killed in roof collapse,"PESHAWAR, Sept 4: Five members of a family, including three children, were killed when roof of an old building caved in at Sethian street in Peshawar city on Tuesday. 
    ",2012-09-05,"[PESHAWAR, Sept 4, Five, three, Sethian street, Peshawar city, Tuesday]","['PESHAWAR', 'Peshawar city']",[],[],[],"['Sept 4', 'Tuesday']",['Murder']
227,Masked men kill three in Miramshah,"MIRAMSHAH, Sept 4: Two security men and a civilian were killed when their vehicle was attacked on Miramshah-Dattakhel Road on Tuesday. 
    ",2012-09-05,"[MIRAMSHAH, Sept 4, Two, Miramshah-Dattakhel Road, Tuesday]",[],[],[],"['MIRAMSHAH', 'Miramshah-Dattakhel Road']","['Sept 4', 'Tuesday']",[]
228,Two drown in Tank,"TANK, Sept 7: A woman and her son drowned while eight others were rescued after a pick-up van fell into a river here on Friday. Locals and police said a passenger van going from Wana to Dera Ismail Khan fell into River Nile Kuch. 
    ",2012-09-07,"[Sept 7, eight, Friday, Dera Ismail Khan, River Nile Kuch]",['River Nile Kuch'],[],['Dera Ismail Khan'],[],"['Sept 7', 'Friday']",[]
229,Registration of IDPs starts in Bajaur Agency,"KHAR, Sept 7: Political administration of Bajaur Agency on Friday started registration of people displaced due to fighting between security forces and militants in Salarzai tehsil near Afghan border. 
    ",2012-09-07,"[Sept 7, Bajaur Agency, Friday, Salarzai tehsil, Afghan]",[],['Salarzai tehsil'],[],['Bajaur Agency'],"['Sept 7', 'Friday']",[]
230,"Girl abducted, gang-raped","ISLAMABAD, Sept 6: A taxi drivers daughter was abducted and subjected to gang rape and torture for four days by a group of three persons, police said on Thursday. 
    ",2012-09-07,"[ISLAMABAD, Sept 6, drivers, four days, three, Thursday]","['ISLAMABAD', 'driver\x92s']",[],[],[],"['Sept 6', 'four days', 'Thursday']",[]
231,Heavy rain kills four in Peshawar,"PESHAWAR, Sept 6: Four children were killed and three injured after heavy rain damaged public property in Peshawar city early on Thursday. 
    ",2012-09-07,"[PESHAWAR, Sept 6, Four, three, Peshawar, Thursday]","['PESHAWAR', 'Peshawar']",[],[],[],"['Sept 6', 'Thursday']",['Murder']
232,Three killed as shell hits house in Tirah,"LANDI KOTAL/KHAR, Sept 6: Three persons, including a minor girl, were killed when a mortar shell fell on a house in Tirah valley in Khyber Agency on Thursday. 
    ",2012-09-07,"[LANDI KOTAL/KHAR, Sept 6, Three, Tirah, Khyber Agency, Thursday]",['Tirah'],[],['LANDI KOTAL/KHAR'],['Khyber Agency'],"['Sept 6', 'Thursday']",['Murder']
233,Ex-army men to be recruited as constables,"RAWALPINDI, Sept 20: For the recruitment of 4,000 ex-army men in the police force, the Punjab home department has asked the district police chiefs across the province to separate their applications for the post of constable from the fresh candidates durin 
    ",2012-09-20,"[RAWALPINDI, Sept 20, 4,000, Punjab, durin]",['Punjab'],[],['durin'],['RAWALPINDI'],['Sept 20'],['Drug']
234,Five injured in grenade attack,"QUETTA, Sept 19: Five people were injured when gunmen riding a motorcycle hurled a hand-grenade at a house on Shaldra Kasi road here on Wednesday night. 
    ",2012-09-20,"[QUETTA, Sept 19, Five, Shaldra Kasi, Wednesday night]",['QUETTA'],[],['Shaldra Kasi'],[],['Sept 19'],['Assault']
235,Six killed as truck crashes in Salt Range,"CHAKWAL, Sept 19: Six persons were killed, while three sustained injuries, as the truck they were travelling in rammed into a rock on the motorway, in the Salt Range area, police sources said on Wednesday. 
    ",2012-09-20,"[CHAKWAL, Sept 19, Six, three, Salt Range, Wednesday]",[],['Salt Range'],[],['CHAKWAL'],"['Sept 19', 'Wednesday']",['Murder']
236,Case ordered against armymen,"RAWALPINDI, Sept 19: A bailiff of the family/senior civil court along with a group of policemen was detained for about four hours at a house in Quaid-i-Azam Colony allegedly by some armymen when they reached there to recover three children, police said. 
    ",2012-09-20,"[RAWALPINDI, Sept 19, about four hours, Quaid-i-Azam Colony, three]",[],[],['Quaid-i-Azam Colony'],['RAWALPINDI'],['Sept 19'],[]
237,"Militants block road, kidnap six in Peshawar","PESHAWAR, Sept 19: At least six persons including an industrialist and two employees of a cellular phone company were kidnapped by suspected militants at gunpoint from main Peshawar-Kohat Road in Matani area early on Wednesday morning. 
    ",2012-09-20,"[PESHAWAR, Sept 19, At least six, two, Peshawar-Kohat Road, Matani, Wednesday, morning]","['PESHAWAR', 'Matani']",[],[],[],"['Sept 19', 'Wednesday']",['Kidnapping']
238,Protesters booked,"RAWALPINDI: Three separate cases were registered with the Pirwadhai, New Town and Sadiqabad police against violent protesters here on Friday. 
    ",2012-09-21,"[RAWALPINDI, Three, Pirwadhai, New Town, Sadiqabad, Friday]","['Pirwadhai', 'New Town', 'Sadiqabad']",[],[],['RAWALPINDI'],['Friday'],['Assault']
239,Police protect their own,"ISLAMABAD, Sept 30: Two policemen  one performing duty with Assistant Commissioner City  were released after being questioned by Secretariat police in connection with the detention of Punjab police 
    ",2012-09-30,"[ISLAMABAD, Sept 30, Two, , one, Punjab]","['ISLAMABAD', 'Punjab']",[],[],['\x97'],['Sept 30'],[]
240,Americans too against drones and militarism,"""If there are militants in the tribal area, then who brought them there? Tribal people did not provide a safe-haven to militants."" 
    ",2012-10-02,[],[],[],[],[],[],['Terrorism']
241,Three cops hurt in attack,"PESHAWAR, Oct 2: Three policemen were injured when suspected militants attacked their vehicle in Mattani area on Tuesday evening. 
    ",2012-10-02,"[PESHAWAR, Oct 2, Three, Mattani, Tuesday, evening]","['PESHAWAR', 'Mattani']",[],[],[],"['Oct 2', 'Tuesday']",['Assault']
242,Three killed in N. Waziristan drone attack,"MIRAMSHAH, Oct 1: Three people were killed when a US drone fired missiles at a moving car near Mirali in North Waziristan on Monday morning, sources said. 
    ",2012-10-02,"[MIRAMSHAH, Oct 1, Three, US, Mirali, North Waziristan, Monday, morning]","['US', 'Mirali', 'North Waziristan']",[],[],['MIRAMSHAH'],"['Oct 1', 'Monday']",['Murder']
243,Car thief caught by chance,"ISLAMABAD, Oct 1: An absconder operating a gang of auto-thieves was arrested by Margalla police for his alleged involvement in over 20 car-lifting activities, police said on Monday. 
    ",2012-10-02,"[ISLAMABAD, Oct 1, Margalla, 20, Monday]",['ISLAMABAD'],[],['Margalla'],[],"['Oct 1', 'Monday']",['Burglary']
244,Bara peace activists house blown up,"LANDI KOTAL, Oct 13: Militants blew up the abandoned house of a peace activist in Bara tehsil on Friday night. 
    ",2012-10-13,"[LANDI KOTAL, Oct 13, Bara tehsil, Friday, night]",[],['Bara tehsil'],['LANDI KOTAL'],[],"['Oct 13', 'Friday']",['Assault']
245,Two injured in attack on PSF meeting at college,"DERA GHAZI KHAN, Oct 13: Some armed men, including a member of Islami Jamiat Talaba, ransacked on Saturday principals office at postgraduate college and opened fire on a congregation of Peoples Students Federation, causing injuries to two students. 
    ",2012-10-13,"[DERA GHAZI KHAN, Oct 13, Islami Jamiat Talaba, Saturday, two]",[],[],['DERA GHAZI KHAN'],['Islami Jamiat Talaba'],"['Oct 13', 'Saturday']",[]
246,Woman killed on road,"GUJAR KHAN, Oct 14: A woman was killed and nine other persons were injured in a traffic accident at Mandra-Chakwal Road on Sunday evening, 
    ",2012-10-14,"[GUJAR KHAN, Oct 14, nine, Mandra-Chakwal Road, Sunday, evening]",[],[],['GUJAR KHAN'],[],"['Oct 14', 'Sunday']",[]
247,"Soldiers, militant killed in clashes","PESHAWAR/LANDI KOTAL, Oct 14: Two security men and a militant were killed in separate incidents in Peshawar and Bara tehsil of Khyber Agency on Sunday. 
    ",2012-10-14,"[PESHAWAR, Oct 14, Two, Peshawar, Bara tehsil, Khyber Agency, Sunday]","['PESHAWAR', 'Peshawar']",['Bara tehsil'],[],['Khyber Agency'],"['Oct 14', 'Sunday']",['Murder']
248,Girl abducted in Quetta,"QUETTA, Oct 14: Four armed men kidnapped a girl from Killi Muhammad Hasni area of Quetta, police said on Sunday. 
    ",2012-10-14,"[QUETTA, Oct 14, Four, Killi Muhammad Hasni, Quetta, Sunday]","['QUETTA', 'Quetta']",[],['Killi Muhammad Hasni'],[],"['Oct 14', 'Sunday']",['Kidnapping']
249,Police solve year-old murder,"ISLAMABAD, Oct 16: After groping in the dark for 14 months, the Sihala police have solved the mystery shrouding the murder of a young man, Mohammad Haleem, and arrested a man. 
    ",2012-10-16,"[ISLAMABAD, Oct 16, 14 months, Sihala, Mohammad Haleem]","['ISLAMABAD', 'Sihala']",[],['Mohammad Haleem'],[],"['Oct 16', '14 months']",['Murder']
250,Four Afghan soldiers found dead in Tirah,"LANDI KOTAL, Oct 16: The bullet-riddled bodies of four Afghan soldiers were found in Tor Darra locality of Tirah valley in Khyber Agency on Tuesday. 
    ",2012-10-16,"[LANDI KOTAL, Oct 16, four, Afghan, Tor Darra, Tirah, Khyber Agency, Tuesday]",['Tirah'],[],"['LANDI KOTAL', 'Tor Darra']",['Khyber Agency'],"['Oct 16', 'Tuesday']",[]
251,"Pakistani woman, 4 children killed in UK house fire","LONDON, Oct 15: A Pakistani mother and four of her children were killed on Monday in a suspected arson attack on their home outside London, police said. 
    ",2012-10-16,"[LONDON, Oct 15, Pakistani, four, Monday, London]","['LONDON', 'London']",[],[],[],"['Oct 15', 'Monday']",['Murder']
252,"Ministers guard, two attackers killed","QUETTA, Oct 15: A guard of Balochistan Food Minister Asfandyar Khan Kakar and two attackers were killed in an exchange of fire at the residence of the minister on Monday night, sources said. 
    ",2012-10-16,"[QUETTA, Oct 15, Balochistan Food, Asfandyar Khan Kakar, two, Monday, night]",['QUETTA'],[],['Asfandyar Khan Kakar'],['Balochistan Food'],"['Oct 15', 'Monday']",['Terrorism']
253,Seven die in Kuchlak clash,"QUETTA, Oct 15: Seven people were killed and four others injured when two groups clashed over a land dispute in Kuchlak area on the outskirts of the city on Monday, police said. 
    ",2012-10-16,"[QUETTA, Oct 15, Seven, four, two, Kuchlak, Monday]","['QUETTA', 'Kuchlak']",[],[],[],"['Oct 15', 'Monday']",[]
254,Shelling kills 3 in Miramshah,"MIRAMSHAH, Oct 23: Heavy shelling by security forces left three civilians dead and 25 others, including women and children, wounded in Miramshah on Monday night. 
    ",2012-10-23,"[MIRAMSHAH, Oct 23, three, 25, Miramshah, Monday, night]",[],[],['Miramshah'],['MIRAMSHAH'],"['Oct 23', 'Monday']",[]
255,Three killed in accident,"QUETTA, Oct 23: Three people were killed and 15 others injured in a traffic accident near Kalat on Tuesday. 
    ",2012-10-23,"[QUETTA, Oct 23, Three, 15, Kalat, Tuesday]","['QUETTA', 'Kalat']",[],[],[],"['Oct 23', 'Tuesday']",[]
256,Court acquits two in Sherpao attack case,"PESHAWAR, Oct 23: An anti-terrorism court has acquitted two suspects charged in a devastating suicide bombing targeting former federal minister Aftab Ahmad Sherpao which had left 53 persons dead and another 137 injured when they were 
    ",2012-10-23,"[PESHAWAR, Oct 23, two, Aftab Ahmad Sherpao, 53, 137]",['PESHAWAR'],[],['Aftab Ahmad Sherpao'],[],['Oct 23'],"['Murder', 'Assault']"
257,"Suspect, passerby killed in Bara search operation","LANDI KOTAL/GHALANAI, Oct 23: Two persons including a suspected militant were shot dead while another was injured during a search operation in Akkakhel area of Bara on Tuesday, sources said. 
    ",2012-10-23,"[LANDI KOTAL/GHALANAI, Oct 23, Two, Akkakhel, Bara, Tuesday]","['Akkakhel', 'Bara']",[],['LANDI KOTAL/GHALANAI'],[],"['Oct 23', 'Tuesday']",['Murder']
258,15 arrested over Hoti convoy attacks,"SWABI, Oct 23: Fifteen people have been arrested over two bomb attacks on the convoy of Chief Minister Ameer Haider Khan Hoti on Monday, district police officer Abdul Rashid said on Tuesday. 
    ",2012-10-23,"[SWABI, Oct 23, Fifteen, over two, Ameer Haider Khan Hoti, Monday, Abdul Rashid, Tuesday]",[],[],"['Ameer Haider Khan Hoti', 'Abdul Rashid']",['SWABI'],"['Oct 23', 'Monday', 'Tuesday']",[]
259,MPAs uncle booked in firing case,"ATTOCK, Oct 30: Police in Attock have registered a firing case against two persons, including the uncle of an MPA (Member of Provincial Assembly) here on Tuesday. 
    ",2012-10-30,"[ATTOCK, Oct 30, Attock, two, MPA, Provincial Assembly, Tuesday]",['Attock'],[],[],"['ATTOCK', 'MPA', 'Provincial Assembly']","['Oct 30', 'Tuesday']",[]
260,Escape of alleged kidnapper a big question mark,"ATTOCK, Oct 30: The escape of an alleged high-profile kidnapper from the lock-up of Hassanabdal police on October 21 has further put a question mark on the performance of the Attock police. 
    ",2012-10-30,"[ATTOCK, Oct 30, Hassanabdal, October 21, Attock]",[],[],[],"['ATTOCK', 'Attock']","['Oct 30', 'October 21']",['Murder']
261,Two military officers detained with drugs,"RAWALPINDI, Nov 1: The cantonment police took two army officers into custody on Thursday night after recovering narcotics from their car in Saddar area, police said 
    ",2012-11-03,"[RAWALPINDI, Nov 1, two, Thursday, night, Saddar]",[],['Saddar'],[],['RAWALPINDI'],"['Nov 1', 'Thursday']",[]
262,Eight killed in Balochistan,"QUETTA, Nov 1: Eight people were killed in incidents of firing in different areas of Balochistan on Thursday, sources said 
    ",2012-11-03,"[QUETTA, Nov 1, Eight, Balochistan, Thursday]","['QUETTA', 'Balochistan']",[],[],[],"['Nov 1', 'Thursday']",['Terrorism']
